"year","player","college","position","height","weight","hand_size","arm_length","wonderlic","40_yard_dash","bench","vert_leap","broad_jump","shuttle","3cone","60_yard_shuttle"
"Matt Graham","Indiana State","SS","71","207","0","0","0","4.44","21","35.0","117","3.86","6.87","0"
"Anthony Gray","Western New Mexico","RB","73","228","0","0","0","4.69","16","32.5","115","4.23","7.10","0"
"Cornell Green","Central Florida","OT","79","326","0","0","0","5.55","18","23.0","92","4.80","8.43","0"
"Lamont Green","Florida","OLB","75","226","0","0","0","4.76","18","33.0","114","4.48","7.66","0"
"Kelly Gregg","Oklahoma","DT","73","302","0","0","0","5.27","26","24.0","96","4.45","7.72","0"
"Chris Greisen","Northwest Missouri State","QB","75","223","0","0","27","5.09","0","30.5","108","4.33","7.29","0"
"Mike Grieb","UCLA","TE","76","248","0","0","0","4.88","0","27.0","111","4.45","7.32","0"
"Damon Griffin","Oregon","WR","69","186","0","0","0","4.65","0","36.0","116","4.20","7.42","0"
"Billy Gustin","Purdue","FS","73","192","0","0","0","4.38","15","37.0","121","3.99","7.03","0"
"Ryan Hale","Arkansas","DT","76","295","0","0","0","5.18","8","30.5","104","4.38","7.53","0"
"Cory Hall","Fresno State","FS","73","202","0","0","0","4.54","17","36.0","123","4.29","7.18","0"
"Darran Hall","Colorado State","WR","69","168","0","0","0","4.45","0","34.0","115","4.33","7.25","0"
"Derrick Ham","Miami","DE","76","257","0","0","0","4.91","24","28.5","105","4.54","7.84","0"
"Donnie Hart","Texas Tech","WR","73","192","0","0","0","4.54","0","32.0","111","4.16","7.13","0"
"Armon Hatcher","Oregon State","SS","73","215","0","0","0","4.58","0","36.0","122","4.20","7.23","0"
"Steve Heiden","San Diego State","TE","77","260","0","0","0","4.84","26","32.0","121","4.11","6.96","0"
"Madre Hill","Arkansas","RB","73","199","0","0","0","4.54","20","32.0","113","4.31","6.90","0"
"Jay Hinton","Morgan State (MD)","RB","71","200","0","0","0","4.29","18","43.5","134","3.86","6.86","0"
"Warrick Holdman","Texas A&M","OLB","74","233","0","0","0","4.69","16","35.0","123","4.06","7.22","0"
"Andre Holland","Oregon State","CB","69","181","0","0","0","4.41","14","34.0","112","0","0","0"
"Gary Holmes","Washington State","DT","79","319","0","0","0","5.19","26","0","0","0","0","0"
"Torry Holt","North Carolina State","WR","73","192","0","0","0","4.44","0","37.0","118","0","0","0"
"Kevin Homer","Chadron State (NE)","ILB","75","241","0","0","0","4.98","15","32.5","112","4.33","7.41","0"
"Chris Hood","Alabama","DT","73","281","0","0","0","5.16","17","26.0","100","4.80","8.10","0"
"Tyrone Hopson","Eastern Kentucky","OG","75","319","0","0","0","5.21","20","26.0","102","4.62","7.86","0"
"Terry Houzah","Mississippi Valley State","ILB","73","238","0","0","0","4.84","18","33.0","115","4.37","7.56","0"
"Bobbie Howard","Notre Dame","ILB","70","232","0","0","0","4.74","16","30.0","110","4.48","7.52","0"
"Brock Huard","Washington","QB","77","227","0","0","25","5.12","0","30.5","107","4.44","7.44","0"
"Matt Hughes","Iowa","ILB","75","251","0","0","0","4.76","14","31.0","111","4.33","7.42","0"
"Corey Hulsey","Clemson","OG","77","367","0","0","0","5.73","31","25.0","96","4.89","8.21","0"
"Jay Humphrey","Texas","OT","79","322","0","0","0","5.36","0","31.0","106","4.62","7.78","0"
"John Humphrey","Texas A&M-Kingsville","RB","69","195","0","0","0","4.55","19","35.5","124","0","0","0"
"Cletidus Hunt","Kentucky State","DT","76","293","0","0","0","4.98","17","31.5","111","4.73","8.08","0"
"Robert Hunt","Virginia","OG","75","291","0","0","0","5.17","23","24.0","94","4.66","7.93","0"
"Sedrick Irvin","Michigan State","RB","71","223","0","0","0","4.58","20","35.0","117","0","0","0"
"Dexter Jackson","Florida State","FS","73","196","0","0","0","4.61","16","36.0","117","4.06","6.96","11.22"
"Lenzie Jackson","Arizona State","WR","73","188","0","0","0","4.84","0","35.0","115","4.29","7.32","0"
"Quincy Jackson","Alabama","WR","73","187","0","0","0","4.68","0","31.0","116","4.29","7.27","0"
"Sheldon Jackson","Nebraska","TE","75","243","0","0","0","4.82","14","30.5","105","4.47","7.36","0"
"Terry Jackson","Florida","FB","71","222","0","0","0","4.71","26","32.5","112","4.21","7.21","0"
"Edgerrin James","Miami","RB","73","216","0","0","0","4.38","0","0","0","3.88","6.87","0"
"Jon Jansen","Michigan","OT","79","305","0","0","0","5.30","22","27.0","100","4.61","7.62","0"
"Love Jefferson","Washington State","TE","74","262","0","0","0","4.89","18","33.0","109","4.61","7.33","0"
"MarTay Jenkins","Nebraska-Omaha","WR","73","203","0","0","0","4.51","0","39.5","118","4.18","7.30","0"
"John Jennings","Belhaven","TE","76","241","0","0","0","4.81","20","29.0","113","4.53","7.50","0"
"Garrett Johnson","Illinois","DT","75","286","0","0","0","5.16","22","28.0","104","4.45","7.74","0"
"J.J. Johnson","Mississippi State","RB","74","227","0","0","0","4.71","16","0","0","4.19","7.30","0"
"Kevin Johnson","Syracuse","WR","71","194","8.38","31.00","0","4.41","0","36.5","115","3.86","6.79","12.19"
"Olrick Johnson","Florida A&M","ILB","73","246","0","0","0","4.97","27","29.5","103","4.24","7.73","0"
"Paris Johnson","Miami (OH)","SS","74","207","0","0","0","4.71","16","35.0","117","4.32","7.49","0"
"Bryan Jones","Oregon","OLB","76","210","0","0","0","4.61","12","35.0","118","4.28","7.21","0"
"Chris Jones","Clemson","OLB","70","228","10.75","34.50","0","4.72","21","24.5","106","4.48","7.64","0"
"Corby Jones","Missouri","RB","71","223","0","0","0","4.69","15","31.5","112","4.18","7.14","0"
"Daniel Jones","Utah","WR","71","185","0","0","0","4.69","0","37.0","114","4.49","7.58","0"
"Jermaine Jones","Northwestern State (LA)","CB","68","180","0","0","0","4.53","12","38.5","118","3.96","6.79","0"
"Willie Jones","Grambling State (LA)","OT","79","372","0","0","0","5.58","30","26.0","102","4.78","8.01","0"
"Gana Joseph","Oklahoma","FS","73","212","0","0","0","4.50","17","32.0","109","4.32","7.48","0"
"Sori Kanu","Michigan State","FS","71","193","0","0","0","4.69","14","35.0","115","4.21","7.36","0"
"Andy Katzenmoyer","Ohio State","ILB","75","258","0","0","0","4.68","23","0","0","0","0","0"
"Jevon Kearse","Florida","OLB","77","262","0","0","0","4.58","0","37.0","122","4.24","0","0"
"Jeff Kelly","Kansas State","ILB","73","256","0","0","0","4.95","16","32.0","112","4.37","7.65","0"
"Reggie Kelly","Mississippi State","TE","76","254","0","0","0","4.86","24","32.0","0","0","0","0"
"Chad Kelsay","Nebraska","OLB","75","254","0","0","0","4.94","22","35.5","116","4.30","7.09","0"
"Patrick Kerney","Virginia","DE","78","266","0","0","0","4.72","21","31.0","111","4.42","7.45","0"
"Scott Kiernan","Syracuse","OG","75","307","0","0","0","5.58","0","28.0","94","4.79","8.09","0"
"Jaime Kimbrough","Fresno State","RB","68","198","0","0","0","4.71","22","34.5","113","4.32","7.40","0"
"Eric King","Richmond","OG","77","290","0","0","0","5.10","27","27.0","105","4.36","7.46","0"
"Lamar King","Saginaw Valley State (MI)","DE","75","299","0","0","0","4.77","22","30.0","108","4.28","7.40","0"
"Shaun King","Tulane","QB","73","221","0","0","25","4.77","0","33.0","113","4.29","0","0"
"Jim Kleinsasser","North Dakota","TE","75","272","0","0","0","4.79","18","34.5","114","4.33","7.24","0"
"Josh Kobdish","Fresno State","OT","78","301","0","0","0","5.43","21","24.0","98","4.83","7.98","0"
"Steve Konopka","C.W. Post","DT","76","298","0","0","0","5.14","21","27.0","106","4.55","7.90","0"
"Rob Konrad","Syracuse","FB","75","251","0","0","0","4.62","21","36.0","113","0","0","0"
"Brian Kuklick","Wake Forest","QB","74","204","0","0","29","4.92","0","31.0","107","4.56","7.66","0"
"Kevin Landolt","West Virginia","DT","77","298","0","0","0","5.15","17","27.0","111","4.27","7.57","0"
